Symbol,Price~,Type,Strike,Expires,DTE,"Bid x Size","Ask x Size",Trade,Size,Side,Premium,Volume,"Open Int",IV,Delta,Code,*,Time
RKLB,104.84,Call,106,2026-06-26T16:30:00-05:00,8,"5.15 x 15","5.40 x 108",5.22,30,mid,15600,192,168,92.82%,0.49776672737776,SLAN,N/A,"11:01:38 ET"
RKLB,102.77,Call,105,2026-06-26T16:30:00-05:00,8,"4.40 x 181","4.50 x 3",4.5,34,ask,15300,670,953,96.06%,0.47039519414485,AUTO,N/A,"10:15:52 ET"
RKLB,103.37,Call,210,2026-08-21T16:30:00-05:00,64,"1.24 x 173","1.51 x 100",1.52,100,ask,15200,120,616,103.41%,0.07995621943665,AUTO,N/A,"10:41:50 ET"
RKLB,102.14,Call,110,2026-06-26T16:30:00-05:00,8,"2.90 x 20","2.90 x 4",2.9,50,ask,14500,376,2147,95.80%,0.32770234683272,AUTO,N/A,"09:54:49 ET"
RKLB,102.14,Put,105,2026-06-18T16:30:00-05:00,0,"3.20 x 8","3.75 x 212",3.25,44,mid,14300,237,2282,88.16%,-0.7185737098,AUTO,N/A,"09:50:38 ET"
RKLB,104.9599,Put,98,2026-06-26T16:30:00-05:00,8,"2.51 x 167","2.70 x 55",2.63,54,mid,14200,111,306,90.96%,-0.2802633262,SLAN,N/A,"11:38:15 ET"
RKLB,102.77,Call,105,2026-06-26T16:30:00-05:00,8,"4.45 x 10","4.50 x 17",4.5,31,ask,13900,670,953,96.06%,0.47039519414485,AUTO,N/A,"10:16:16 ET"
RKLB,105,Call,120,2026-06-26T16:30:00-05:00,8,"1.30 x 78","1.39 x 131",1.37,100,mid,13700,1347,4582,91.65%,0.181274970003,SLAN,N/A,"10:58:47 ET"
RKLB,105.1002,Call,108,2026-06-18T16:30:00-05:00,0,"2.40 x 37","2.73 x 119",2.51,51,mid,12800,65,632,98.04%,0.30608419778392,SLAN,N/A,"09:32:16 ET"
RKLB,103.18,Call,110,2026-06-26T16:30:00-05:00,8,"3.10 x 42","3.35 x 128",3.25,39,mid,12600,967,2147,95.02%,0.35231526366871,AUTO,N/A,"10:38:02 ET"
RKLB,105,Call,105,2026-06-18T16:30:00-05:00,0,"1.35 x 91","1.40 x 90",1.4,90,ask,12500,2282,1784,61.11%,0.50756437122564,AUTO,N/A,"10:58:52 ET"
RKLB,105.02,Call,110,2026-06-26T16:30:00-05:00,8,"3.30 x 6","3.50 x 154",3.39,37,mid,12500,1793,2147,89.31%,0.39037646602548,MLET,N/A,"11:51:29 ET"
RKLB,102.94,Call,104,2026-06-18T16:30:00-05:00,0,"1.37 x 86","1.48 x 4",1.46,84,mid,12200,384,274,82.80%,0.4151365716378,SLAN,N/A,"09:47:00 ET"
RKLB,103.025,Call,104,2026-06-18T16:30:00-05:00,0,"1.19 x 100","1.19 x 83",1.19,100,ask,11900,2285,274,70.80%,0.40709114905316,AUTO,N/A,"10:25:02 ET"
RKLB,105.02,Call,140,2026-07-24T16:30:00-05:00,36,"2.72 x 166","3.65 x 242",3.18,37,mid,11700,92,113,94.05%,0.20800806360325,MLET,N/A,"11:51:29 ET"
RKLB,101.5004,Put,100,2026-06-18T16:30:00-05:00,0,"1.17 x 100","1.26 x 110",1.17,100,bid,11700,868,5984,84.93%,-0.3588578516,AUTO,N/A,"09:57:06 ET"
RKLB,102.14,Call,120,2026-06-26T16:30:00-05:00,8,"1.10 x 1","1.20 x 68",1.16,100,mid,11500,764,4582,97.61%,0.14976334320549,SLAN,N/A,"09:52:18 ET"
RKLB,104.4,Put,85,2026-06-26T16:30:00-05:00,8,"0.49 x 104","0.58 x 36",0.53,218,mid,11500,562,665,99.16%,-0.0695861925,MLET,N/A,"10:53:04 ET"
RKLB,102.14,Call,120,2026-06-26T16:30:00-05:00,8,"1.15 x 100","1.20 x 72",1.15,100,bid,11400,764,4582,97.61%,0.14976334320549,AUTO,N/A,"09:53:18 ET"
RKLB,102,Call,102,2026-06-18T16:30:00-05:00,0,"1.68 x 57","1.79 x 73",1.74,65,mid,11300,345,72,79.70%,0.50920421672515,SLAN,N/A,"10:13:37 ET"
RKLB,101.5004,Call,130,2026-07-02T16:30:00-05:00,14,"0.92 x 84","1.25 x 161",1.09,100,mid,10900,224,616,96.88%,0.11463872812015,MLET,N/A,"09:56:25 ET"
RKLB,105.7386,Call,145,2026-07-24T16:30:00-05:00,36,"1.93 x 360","3.20 x 49",2.69,40,mid,10700,45,36,92.40%,0.17604290470261,AUTO,N/A,"11:25:41 ET"
RKLB,105,Call,104,2026-06-18T16:30:00-05:00,0,"1.60 x 66","1.62 x 20",1.6,65,bid,10400,2657,274,61.13%,0.62562344544279,AUTO,N/A,"10:55:41 ET"
RKLB,103.3,Call,140,2026-07-17T16:30:00-05:00,29,"2.47 x 1","2.55 x 40",2.55,40,ask,10200,73,6538,98.45%,0.17194531949855,AUTO,N/A,"09:35:01 ET"
RKLB,101.5004,Call,104,2026-06-18T16:30:00-05:00,0,"0.77 x 54","0.77 x 132",0.77,132,ask,10100,1784,274,87.11%,0.30405918696224,AUTO,N/A,"09:59:00 ET"
RKLB,102.88,Call,102,2026-06-18T16:30:00-05:00,0,"1.94 x 15","2.11 x 102",2.01,50,mid,10000,211,72,79.25%,0.5915786456199,SLAN,N/A,"10:04:21 ET"
RKLB,102.88,Call,125,2026-07-02T16:30:00-05:00,14,"1.50 x 1","1.60 x 199",1.6,62,ask,9900,213,556,95.20%,0.1725920081879,AUTO,N/A,"10:03:20 ET"
RKLB,103.3,Call,120,2026-07-02T16:30:00-05:00,14,"2.50 x 88","2.75 x 36",2.75,36,ask,9900,48,931,100.37%,0.25557840171259,AUTO,N/A,"09:39:26 ET"
RKLB,102.14,Call,110,2026-06-26T16:30:00-05:00,8,"2.80 x 68","2.96 x 73",2.9,34,mid,9800,376,2147,95.80%,0.32770234683272,SLAN,N/A,"09:54:49 ET"
RKLB,104.43,Put,106,2026-06-18T16:30:00-05:00,0,"2.05 x 38","2.16 x 45",2.09,47,mid,9800,276,781,52.99%,-0.7005267746,SLAN,N/A,"11:47:09 ET"
RKLB,101.5004,Call,100,2026-06-18T16:30:00-05:00,0,"2.50 x 39","2.68 x 38",2.5,39,bid,9700,158,3534,88.48%,0.63649316003997,AUTO,N/A,"09:58:45 ET"
RKLB,104.84,Put,95,2026-07-02T16:30:00-05:00,14,"3.05 x 208","3.65 x 321",3.21,30,mid,9600,72,429,93.39%,-0.2620644954,SLAN,N/A,"11:04:34 ET"
RKLB,105.11,Call,175,2026-08-21T16:30:00-05:00,64,"2.97 x 231","3.20 x 30",3.2,30,ask,9600,134,3600,100.16%,0.16100948139642,AUTO,N/A,"11:12:43 ET"
RKLB,102.77,Call,104,2026-06-18T16:30:00-05:00,0,"0.96 x 19","0.96 x 100",0.96,100,ask,9600,2148,274,74.74%,0.38803085393817,AUTO,N/A,"10:16:23 ET"
RKLB,105.1002,Call,109,2026-06-18T16:30:00-05:00,0,"1.85 x 112","2.11 x 45",1.85,51,bid,9400,1004,795,99.40%,0.24895986463297,AUTO,N/A,"09:32:22 ET"
RKLB,102.9885,Call,100,2026-06-18T16:30:00-05:00,0,"3.00 x 30","3.30 x 121",3,30,bid,9000,436,3534,75.97%,0.77885522558432,AUTO,N/A,"10:32:53 ET"
RKLB,104.4,Call,105,2026-06-18T16:30:00-05:00,0,"0.86 x 300","0.94 x 151",0.86,100,bid,8600,1841,1784,64.52%,0.43987835878374,AUTO,N/A,"10:50:49 ET"
RKLB,101.5004,Call,104,2026-06-18T16:30:00-05:00,0,"0.80 x 37","0.91 x 24",0.86,100,mid,8600,1784,274,87.11%,0.30405918696224,SLAN,N/A,"10:00:13 ET"
RKLB,105.01,Put,100,2026-06-18T16:30:00-05:00,0,"0.14 x 131","0.17 x 97",0.16,500,mid,8000,3864,5984,68.38%,-0.0813228611,SLAN,N/A,"11:07:20 ET"
RKLB,102.703,Call,185,2026-08-21T16:30:00-05:00,64,"2.57 x 31","2.57 x 87",2.57,31,ask,7900,34,1052,101.50%,0.12367502949718,AUTO,N/A,"10:09:36 ET"
RKLB,105.595,Put,97,2026-06-26T16:30:00-05:00,8,"2.10 x 37","2.22 x 69",2.1,37,bid,7700,82,221,90.36%,-0.2398255241,AUTO,N/A,"11:33:32 ET"
RKLB,102.9885,Put,100,2026-06-18T16:30:00-05:00,0,"0.60 x 121","0.64 x 231",0.6,121,bid,7200,2092,5984,72.98%,-0.2124676321,AUTO,N/A,"10:33:18 ET"
RKLB,102.94,Put,101,2026-06-18T16:30:00-05:00,0,"1.36 x 50","1.37 x 98",1.36,50,bid,6800,1222,1457,102.26%,-0.3496456716,AUTO,N/A,"09:49:30 ET"
RKLB,102.94,Call,120,2026-06-26T16:30:00-05:00,8,"1.09 x 41","1.24 x 132",1.09,62,bid,6700,380,4582,95.18%,0.15570837779538,AUTO,N/A,"09:47:45 ET"
RKLB,101.5004,Put,85,2026-07-02T16:30:00-05:00,14,"1.43 x 5","1.52 x 153",1.52,44,ask,6600,121,595,95.51%,-0.1471504926,AUTO,N/A,"09:57:20 ET"
RKLB,103.53,Call,110,2026-06-18T16:30:00-05:00,0,"0.31 x 1","0.35 x 74",0.31,210,bid,6500,2670,4482,96.42%,0.11838827666017,AUTO,N/A,"09:42:34 ET"
RKLB,102.14,Call,130,2026-07-02T16:30:00-05:00,14,"1.03 x 298","1.15 x 55",1.15,55,ask,6300,123,616,97.36%,0.1225454472043,AUTO,N/A,"09:52:28 ET"
RKLB,103.79,Put,100,2026-06-18T16:30:00-05:00,0,"0.32 x 210","0.45 x 315",0.38,165,mid,6200,2577,5984,74.71%,-0.1635431518,SLAN,N/A,"10:46:37 ET"
RKLB,103.3,Call,145,2026-07-10T16:30:00-05:00,22,"1.25 x 50","1.59 x 137",1.25,50,bid,6200,50,759,101.83%,0.11072893251348,AUTO,N/A,"09:36:09 ET"
RKLB,104.4,Put,80,2026-06-26T16:30:00-05:00,8,"0.22 x 198","0.30 x 100",0.27,218,mid,5800,584,968,107.08%,-0.0389443562,MLET,N/A,"10:53:04 ET"
RKLB,102.9885,Put,100,2026-06-18T16:30:00-05:00,0,"0.58 x 100","0.64 x 116",0.58,100,bid,5700,2092,5984,72.98%,-0.2124676321,AUTO,N/A,"10:33:45 ET"
RKLB,105.595,Put,50,2026-10-16T16:30:00-05:00,120,"1.60 x 14","1.60 x 35",1.6,35,ask,5600,36,1546,98.86%,-0.0524335211,AUTO,N/A,"11:30:48 ET"
RKLB,102.88,Call,120,2026-06-26T16:30:00-05:00,8,"1.03 x 158","1.16 x 93",1.11,50,mid,5500,917,4582,96.80%,0.15938121149237,SLAN,N/A,"10:04:08 ET"
RKLB,105.1002,Call,110,2026-06-18T16:30:00-05:00,0,"1.40 x 380","1.59 x 1",1.4,39,bid,5400,2013,4482,97.20%,0.19075524085981,AUTO,N/A,"09:30:59 ET"
RKLB,103.18,Call,103,2026-06-18T16:30:00-05:00,0,"1.71 x 10","1.82 x 77",1.82,30,ask,5400,606,157,71.05%,0.52727331349628,MLET,N/A,"10:39:30 ET"
RKLB,102.14,Call,104,2026-06-18T16:30:00-05:00,0,"1.30 x 9","1.46 x 10",1.35,40,mid,5400,459,274,92.39%,0.36319024700867,AUTO,N/A,"09:51:17 ET"
RKLB,103.3,Call,180,2026-07-17T16:30:00-05:00,29,"0.55 x 100","0.80 x 376",0.55,97,bid,5300,211,1752,110.14%,0.052165062343677,SLAN,N/A,"09:38:41 ET"
RKLB,102.77,Put,70,2026-07-31T16:30:00-05:00,43,"0.42 x 315","1.80 x 1",1.63,31,mid,5000,85,97,86.32%,-0.0724489663,MLET,N/A,"10:20:00 ET"
RKLB,102.94,Put,45,2026-10-16T16:30:00-05:00,120,"1.00 x 14","1.00 x 50",1,50,ask,5000,50,630,101.50%,-0.0416579915,AUTO,N/A,"09:49:04 ET"
RKLB,103.53,Put,101,2026-06-18T16:30:00-05:00,0,"0.95 x 135","1.00 x 50",1,50,ask,5000,1074,1457,94.81%,-0.298525464,AUTO,N/A,"09:40:44 ET"
RKLB,103.53,Put,101,2026-06-18T16:30:00-05:00,0,"0.90 x 128","1.00 x 50",1,50,ask,5000,1074,1457,94.81%,-0.298525464,AUTO,N/A,"09:40:39 ET"
"Downloaded from Barchart.com as of 06-18-2026 11:36am CDT"
